"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",203,73,130
"""31 to 60 days""",95,19,76
"""61 to 90 days""",63,15,48
"""91 to 180 days""",78,22,56
"""181 to 365 days""",50,8,42
"""366 to 730 Days (1-2 Yrs)""",27,15,12
"""731 to 1,095 Days (2-3 Yrs)""",15,0,15
"""1,096 to 1,460 Days (3-4 Yrs)""",14,0,14
"""1,461 to 1,825 Days (5-5 Yrs)""",12,0,12
"""More than 1,825 Days (>5 Yrs)""",51,0,51
"""Data Not Collected""",0,0,0
"""Total""",608,152,456
