"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",156,58,98
"""31 to 60 days""",94,18,76
"""61 to 90 days""",37,6,31
"""91 to 180 days""",69,26,43
"""181 to 365 days""",54,2,52
"""366 to 730 Days (1-2 Yrs)""",34,5,29
"""731 to 1,095 Days (2-3 Yrs)""",7,0,7
"""1,096 to 1,460 Days (3-4 Yrs)""",13,0,13
"""1,461 to 1,825 Days (5-5 Yrs)""",13,0,13
"""More than 1,825 Days (>5 Yrs)""",55,0,55
"""Data Not Collected""",0,0,0
"""Total""",532,115,417
