"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",222,92,130
"""31 to 60 days""",180,92,88
"""61 to 90 days""",82,17,65
"""91 to 180 days""",90,20,70
"""181 to 365 days""",46,5,41
"""366 to 730 Days (1-2 Yrs)""",29,0,29
"""731 to 1,095 Days (2-3 Yrs)""",4,0,4
"""1,096 to 1,460 Days (3-4 Yrs)""",14,0,14
"""1,461 to 1,825 Days (5-5 Yrs)""",13,0,13
"""More than 1,825 Days (>5 Yrs)""",58,0,58
"""Data Not Collected""",0,0,0
"""Total""",738,226,512
