"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",142,35,107
"""31 to 60 days""",91,12,79
"""61 to 90 days""",62,12,50
"""91 to 180 days""",57,2,55
"""181 to 365 days""",45,0,45
"""366 to 730 Days (1-2 Yrs)""",44,1,43
"""731 to 1,095 Days (2-3 Yrs)""",20,0,20
"""1,096 to 1,460 Days (3-4 Yrs)""",6,0,6
"""1,461 to 1,825 Days (5-5 Yrs)""",14,0,14
"""More than 1,825 Days (>5 Yrs)""",65,0,65
"""Data Not Collected""",0,0,0
"""Total""",546,62,484
