"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",148,64,84
"""31 to 60 days""",58,3,55
"""61 to 90 days""",85,17,68
"""91 to 180 days""",87,14,73
"""181 to 365 days""",44,2,42
"""366 to 730 Days (1-2 Yrs)""",43,2,41
"""731 to 1,095 Days (2-3 Yrs)""",29,0,29
"""1,096 to 1,460 Days (3-4 Yrs)""",9,0,9
"""1,461 to 1,825 Days (5-5 Yrs)""",4,0,4
"""More than 1,825 Days (>5 Yrs)""",43,0,43
"""Data Not Collected""",0,0,0
"""Total""",550,102,448
