"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",135,40,95
"""31 to 60 days""",88,10,78
"""61 to 90 days""",60,16,44
"""91 to 180 days""",84,18,66
"""181 to 365 days""",68,10,58
"""366 to 730 Days (1-2 Yrs)""",32,0,32
"""731 to 1,095 Days (2-3 Yrs)""",33,2,31
"""1,096 to 1,460 Days (3-4 Yrs)""",8,0,8
"""1,461 to 1,825 Days (5-5 Yrs)""",2,0,2
"""More than 1,825 Days (>5 Yrs)""",34,0,34
"""Data Not Collected""",0,0,0
"""Total""",544,96,448
