"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",329,149,180
"""31 to 60 days""",65,15,50
"""61 to 90 days""",71,13,58
"""91 to 180 days""",129,23,106
"""181 to 365 days""",211,13,198
"""366 to 730 Days (1-2 Yrs)""",151,3,148
"""731 to 1,095 Days (2-3 Yrs)""",49,1,48
"""1,096 to 1,460 Days (3-4 Yrs)""",29,0,29
"""1,461 to 1,825 Days (5-5 Yrs)""",16,0,16
"""More than 1,825 Days (>5 Yrs)""",35,0,35
"""Data Not Collected""",0,0,0
"""Total""",1085,217,868
