"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",249,162,87
"""31 to 60 days""",102,45,57
"""61 to 90 days""",53,12,41
"""91 to 180 days""",104,24,80
"""181 to 365 days""",194,10,184
"""366 to 730 Days (1-2 Yrs)""",208,1,207
"""731 to 1,095 Days (2-3 Yrs)""",65,0,65
"""1,096 to 1,460 Days (3-4 Yrs)""",25,0,25
"""1,461 to 1,825 Days (5-5 Yrs)""",20,0,20
"""More than 1,825 Days (>5 Yrs)""",36,0,36
"""Data Not Collected""",0,0,0
"""Total""",1056,254,802
