"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",297,177,120
"""31 to 60 days""",82,16,66
"""61 to 90 days""",94,19,75
"""91 to 180 days""",94,4,90
"""181 to 365 days""",127,7,120
"""366 to 730 Days (1-2 Yrs)""",254,1,253
"""731 to 1,095 Days (2-3 Yrs)""",92,0,92
"""1,096 to 1,460 Days (3-4 Yrs)""",27,0,27
"""1,461 to 1,825 Days (5-5 Yrs)""",30,0,30
"""More than 1,825 Days (>5 Yrs)""",37,0,37
"""Data Not Collected""",0,0,0
"""Total""",1134,224,910
