"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",281,137,144
"""31 to 60 days""",119,18,101
"""61 to 90 days""",87,9,78
"""91 to 180 days""",154,26,128
"""181 to 365 days""",123,10,113
"""366 to 730 Days (1-2 Yrs)""",259,9,250
"""731 to 1,095 Days (2-3 Yrs)""",101,8,93
"""1,096 to 1,460 Days (3-4 Yrs)""",34,1,33
"""1,461 to 1,825 Days (5-5 Yrs)""",30,0,30
"""More than 1,825 Days (>5 Yrs)""",38,0,38
"""Data Not Collected""",0,0,0
"""Total""",1226,218,1008
