"""Length""", "Total" , "Leavers" , "Stayers"
"""30 days or less""",334,190,144
"""31 to 60 days""",120,11,109
"""61 to 90 days""",85,9,76
"""91 to 180 days""",268,5,263
"""181 to 365 days""",413,7,406
"""366 to 730 Days (1-2 Yrs)""",206,1,205
"""731 to 1,095 Days (2-3 Yrs)""",201,0,201
"""1,096 to 1,460 Days (3-4 Yrs)""",177,0,177
"""1,461 to 1,825 Days (5-5 Yrs)""",53,0,53
"""More than 1,825 Days (>5 Yrs)""",70,0,70
"""Data Not Collected""",0,0,0
"""Total""",1927,223,1704
